100 -0.12142470546019021 0.7454826619374889 0.6015507826867839
5 -0.12142470546019021 0.7454826619374889 0.6015507826867839
0.5 -0.12142470546019021 0.7454826619374889 0.6015507826867839
100 -0.28753501717877183 -0.5745585492621308 -0.05338956684092454
5 -0.28753501717877183 -0.5745585492621308 -0.05338956684092454
0.5 -0.28753501717877183 -0.5745585492621308 -0.05338956684092454
100 0.7860766115815855 -0.16616137325305158 0.4763463174517423
5 0.7860766115815855 -0.16616137325305158 0.4763463174517423
0.5 0.7860766115815855 -0.16616137325305158 0.4763463174517423
100 -0.04376420818738273 -0.5033693653785937 0.09611174704360946
5 -0.04376420818738273 -0.5033693653785937 0.09611174704360946
0.5 -0.04376420818738273 -0.5033693653785937 0.09611174704360946
100 0.029915083872471496 -0.18566318913969035 -0.6797959098716422
5 0.029915083872471496 -0.18566318913969035 -0.6797959098716422
0.5 0.029915083872471496 -0.18566318913969035 -0.6797959098716422
100 -0.5717571198681738 0.605031678406999 -0.4402074990082958
5 -0.5717571198681738 0.605031678406999 -0.4402074990082958
0.5 -0.5717571198681738 0.605031678406999 -0.4402074990082958
100 -0.23789537069699865 -0.0473218533804414 0.3985096139378953
5 -0.23789537069699865 -0.0473218533804414 0.3985096139378953
0.5 -0.23789537069699865 -0.0473218533804414 0.3985096139378953
100 0.5352808527258205 -0.6645202279386313 -0.30611369596479976
5 0.5352808527258205 -0.6645202279386313 -0.30611369596479976
0.5 0.5352808527258205 -0.6645202279386313 -0.30611369596479976
100 0.6232750008741793 -0.7356226196551418 0.16151647640693714
5 0.6232750008741793 -0.7356226196551418 0.16151647640693714
0.5 0.6232750008741793 -0.7356226196551418 0.16151647640693714
100 0.16827256452510045 -0.5657844279464299 -0.37799065532353004
5 0.16827256452510045 -0.5657844279464299 -0.37799065532353004
0.5 0.16827256452510045 -0.5657844279464299 -0.37799065532353004
100 -0.8010482597952084 0.4773328131589537 -0.025680402617630615
5 -0.8010482597952084 0.4773328131589537 -0.025680402617630615
0.5 -0.8010482597952084 0.4773328131589537 -0.025680402617630615
100 -0.7901181136766336 0.26953605758730637 0.46603214464594495
5 -0.7901181136766336 0.26953605758730637 0.46603214464594495
0.5 -0.7901181136766336 0.26953605758730637 0.46603214464594495
100 -0.6856136711751255 -0.018872277302490553 -0.02347148616265492
5 -0.6856136711751255 -0.018872277302490553 -0.02347148616265492
0.5 -0.6856136711751255 -0.018872277302490553 -0.02347148616265492
100 0.08921550249828139 0.47414714624348236 -0.7794207037024409
5 0.08921550249828139 0.47414714624348236 -0.7794207037024409
0.5 0.08921550249828139 0.47414714624348236 -0.7794207037024409
100 -0.909455414066782 0.3361390963592973 -0.07656230564213952
5 -0.909455414066782 0.3361390963592973 -0.07656230564213952
0.5 -0.909455414066782 0.3361390963592973 -0.07656230564213952
